iter	Passed	Remaining
282	7167	18158
283	7193	18136
284	7217	18106
285	7243	18083
286	7265	18050
287	7294	18032
288	7320	18010
289	7345	17983
290	7366	17948
291	7391	17920
292	7410	17881
293	7433	17851
294	7458	17823
295	7502	17843
296	7524	17811
297	7548	17781
298	7572	17753
299	7597	17727
300	7618	17692
301	7642	17664
302	7670	17644
303	7694	17615
304	7722	17597
305	7746	17569
306	7770	17540
307	7794	17512
308	7817	17482
309	7840	17452
310	7865	17424
311	7888	17396
312	7912	17366
313	7936	17339
314	7962	17315
315	7985	17284
316	8006	17250
317	8036	17235
318	8062	17211
319	8084	17180
320	8113	17161
321	8137	17135
322	8163	17111
323	8192	17093
324	8214	17060
325	8236	17028
326	8262	17005
327	8288	16980
328	8310	16949
329	8335	16922
330	8360	16898
331	8383	16868
332	8405	16835
333	8429	16809
334	8453	16781
335	8478	16755
336	8498	16719
337	8528	16702
338	8550	16673
339	8572	16639
340	8592	16605
341	8613	16572
342	8637	16545
343	8660	16515
344	8679	16478
345	8704	16452
346	8725	16420
347	8749	16392
348	8770	16359
349	8790	16324
350	8812	16293
351	8834	16263
352	8856	16233
353	8875	16195
354	8900	16170
355	8926	16147
356	8950	16121
357	8969	16084
358	8991	16054
359	9016	16030
360	9042	16006
361	9066	15979
362	9087	15947
363	9112	15922
364	9135	15892
365	9161	15869
366	9185	15842
367	9211	15819
368	9233	15789
369	9258	15763
370	9280	15733
371	9306	15711
372	9337	15695
373	9361	15669
374	9383	15639
375	9409	15615
376	9431	15585
377	9457	15562
378	9478	15530
379	9506	15509
380	9530	15484
381	9552	15454
382	9577	15428
383	9599	15399
384	9622	15370
385	9645	15342
386	9664	15308
387	9690	15285
388	9716	15262
389	9744	15241
390	9766	15212
391	9791	15187
392	9814	15159
393	9839	15134
394	9865	15109
395	9888	15081
396	9909	15051
397	9933	15025
398	9953	14992
399	9977	14965
400	10002	14941
401	10026	14915
402	10048	14886
403	10071	14857
404	10095	14831
405	10127	14816
406	10153	14793
407	10177	14767
408	10200	14739
409	10224	14713
410	10247	14685
411	10270	14657
412	10314	14660
413	10358	14661
414	10388	14643
415	10421	14630
416	10443	14601
417	10466	14572
418	10493	14550
419	10524	14534
420	10546	14504
421	10570	14477
422	10594	14451
423	10616	14422
424	10640	14396
425	10665	14370
426	10690	14345
427	10711	14315
428	10735	14289
429	10758	14260
430	10781	14233
431	10804	14206
432	10827	14178
433	10847	14146
434	10870	14119
435	10894	14093
436	10925	14075
437	10949	14048
438	10972	14022
439	10997	13996
440	11023	13972
441	11042	13940
442	11069	13918
443	11093	13892
444	11118	13866
445	11143	13842
446	11169	13817
447	11192	13790
448	11215	13763
449	11236	13733
450	11260	13707
451	11283	13680
452	11308	13654
453	11329	13625
454	11361	13608
455	11385	13582
456	11408	13555
457	11430	13527
458	11452	13498
459	11479	13476
460	11501	13447
461	11526	13422
462	11547	13393
463	11573	13369
464	11596	13341
465	11621	13317
466	11644	13290
467	11666	13262
468	11691	13237
469	11714	13210
470	11738	13183
471	11767	13164
472	11791	13137
473	11813	13109
474	11836	13081
475	11859	13055
476	11881	13027
477	11906	13002
478	11927	12973
479	11957	12953
480	11982	12928
481	12005	12902
482	12027	12874
483	12052	12848
484	12075	12822
485	12098	12795
486	12123	12770
487	12149	12747
488	12172	12719
489	12199	12697
490	12224	12672
491	12249	12647
492	12271	12619
493	12294	12593
494	12318	12566
495	12344	12543
496	12366	12516
497	12395	12495
498	12415	12465
499	12439	12439
500	12465	12416
501	12490	12391
502	12512	12363
503	12534	12335
504	12560	12311
505	12582	12284
506	12612	12264
507	12634	12236
508	12661	12213
509	12683	12186
510	12707	12160
511	12731	12135
512	12755	12108
513	12779	12083
514	12802	12057
515	12824	12029
516	12847	12002
517	12870	11976
518	12899	11954
519	12921	11927
520	12946	11903
521	12970	11877
522	12997	11854
523	13024	11831
524	13047	11804
525	13073	11780
526	13095	11753
527	13123	11731
528	13148	11707
529	13172	11680
530	13196	11655
531	13219	11629
532	13242	11602
533	13266	11577
534	13288	11549
535	13309	11521
536	13333	11495
537	13356	11469
538	13379	11443
539	13405	11419
540	13431	11395
541	13454	11369
542	13481	11346
543	13501	11317
544	13526	11292
545	13551	11268
546	13573	11241
547	13596	11215
548	13619	11188
549	13642	11162
550	13665	11136
551	13687	11108
552	13709	11081
553	13733	11056
554	13755	11029
555	13779	11003
556	13802	10977
557	13827	10953
558	13848	10925
559	13875	10901
560	13894	10873
561	13918	10847
562	13946	10825
563	13969	10798
564	13992	10773
565	14014	10746
566	14040	10721
567	14062	10695
568	14087	10670
569	14111	10645
570	14134	10619
571	14156	10592
572	14177	10565
573	14203	10541
574	14228	10516
575	14252	10491
576	14276	10466
577	14297	10438
578	14318	10411
579	14342	10385
580	14368	10362
581	14389	10334
582	14413	10309
583	14437	10284
584	14461	10258
585	14482	10231
586	14505	10205
587	14528	10180
588	14552	10154
589	14574	10127
590	14598	10102
591	14625	10079
592	14649	10054
593	14672	10028
594	14695	10002
595	14718	9977
596	14747	9955
597	14770	9929
598	14792	9903
599	14816	9877
600	14839	9852
601	14862	9826
602	14885	9800
603	14911	9776
604	14934	9750
605	14960	9727
606	14981	9699
607	15014	9680
608	15040	9656
609	15063	9631
610	15090	9607
611	15112	9581
612	15137	9556
613	15161	9531
614	15182	9504
615	15206	9479
616	15228	9453
617	15254	9429
618	15277	9403
619	15303	9379
620	15325	9353
621	15349	9328
622	15374	9303
623	15401	9280
624	15432	9259
625	15456	9234
626	15475	9206
627	15504	9184
628	15530	9160
629	15554	9135
630	15575	9108
631	15603	9085
632	15625	9059
633	15650	9034
634	15669	9006
635	15692	8981
636	15716	8956
637	15740	8930
638	15806	8929
639	15886	8936
640	15968	8943
641	16060	8955
642	16155	8969
643	16182	8945
644	16211	8922
645	16236	8897
646	16261	8872
647	16283	8845
648	16308	8820
649	16334	8795
650	16364	8772
651	16386	8746
652	16412	8721
653	16434	8694
654	16458	8668
655	16480	8642
656	16506	8617
657	16529	8591
658	16554	8565
659	16576	8539
660	16599	8513
661	16631	8491
662	16657	8467
663	16747	8474
664	16866	8496
665	16954	8502
666	17020	8497
667	17052	8475
668	17089	8455
669	17121	8433
670	17151	8409
671	17182	8386
672	17215	8364
673	17243	8340
674	17283	8321
675	17314	8298
676	17350	8277
677	17382	8255
678	17413	8232
679	17446	8210
680	17473	8185
681	17506	8162
682	17539	8140
683	17570	8117
684	17607	8096
685	17639	8073
686	17675	8053
687	17711	8032
688	17741	8008
689	17770	7983
690	17802	7960
691	17835	7938
692	17864	7913
693	17897	7891
694	17927	7867
695	17953	7841
696	17984	7818
697	18013	7793
698	18041	7768
699	18078	7747
700	18114	7726
701	18142	7701
702	18172	7677
703	18198	7651
704	18229	7627
705	18256	7602
706	18287	7578
707	18317	7554
708	18345	7529
709	18375	7505
710	18405	7481
711	18439	7458
712	18471	7435
713	18502	7411
714	18532	7387
715	18568	7365
716	18596	7340
717	18625	7315
718	18655	7291
719	18688	7267
720	18718	7243
721	18744	7217
722	18775	7193
723	18805	7168
724	18831	7142
725	18856	7116
726	18880	7089
727	18908	7064
728	18935	7039
729	18971	7016
730	18998	6991
731	19023	6964
732	19052	6940
733	19080	6914
734	19105	6888
735	19133	6862
736	19157	6836
737	19183	6810
738	19208	6783
739	19232	6757
740	19257	6731
741	19282	6704
742	19308	6678
743	19339	6654
744	19366	6628
745	19391	6602
746	19415	6575
747	19440	6549
748	19464	6522
749	19490	6496
750	19518	6471
751	19546	6446
752	19578	6422
753	19606	6396
754	19640	6373
755	19664	6346
756	19689	6320
757	19717	6295
758	19742	6268
759	19776	6245
760	19802	6219
761	19824	6191
762	19851	6166
763	19874	6139
764	19902	6113
765	19929	6088
766	19953	6061
767	19980	6035
768	20004	6009
769	20037	5985
770	20062	5958
771	20087	5932
772	20113	5906
773	20137	5879
774	20172	5856
775	20198	5830
776	20222	5803
777	20248	5777
778	20273	5751
779	20302	5726
780	20331	5701
781	20355	5674
782	20381	5648
783	20406	5622
784	20431	5595
785	20456	5569
786	20481	5543
787	20509	5517
788	20536	5491
789	20570	5468
790	20595	5441
791	20620	5415
792	20645	5389
793	20669	5362
794	20695	5336
795	20718	5309
796	20746	5284
797	20773	5258
798	20796	5231
799	20825	5206
800	20851	5180
801	20874	5153
802	20901	5127
803	20926	5101
804	20951	5075
805	20977	5049
806	21010	5024
807	21039	4999
808	21067	4973
809	21089	4946
810	21115	4920
811	21139	4894
812	21163	4867
813	21187	4841
814	21211	4814
815	21235	4788
816	21257	4761
817	21281	4734
818	21303	4708
819	21330	4682
820	21355	4655
821	21380	4629
822	21407	4604
823	21433	4577
824	21461	4552
825	21482	4525
826	21508	4499
827	21531	4472
828	21557	4446
829	21580	4420
830	21603	4393
831	21628	4367
832	21650	4340
833	21675	4314
834	21698	4287
835	21724	4261
836	21746	4235
837	21771	4208
838	21794	4182
839	21826	4157
840	21851	4131
841	21875	4104
842	21896	4078
843	21922	4051
844	21946	4025
845	21972	3999
846	22002	3974
847	22025	3947
848	22050	3921
849	22072	3895
850	22097	3869
851	22121	3842
852	22143	3815
853	22171	3790
854	22193	3763
855	22226	3739
856	22250	3712
857	22273	3686
858	22299	3660
859	22323	3633
860	22377	3612
861	22406	3587
862	22437	3561
863	22467	3536
864	22498	3511
865	22524	3485
866	22548	3458
867	22575	3433
868	22601	3407
869	22640	3383
870	22663	3356
871	22685	3329
872	22711	3304
873	22733	3277
874	22760	3251
875	22782	3224
876	22808	3198
877	22833	3172
878	22858	3146
879	22888	3121
880	22912	3094
881	22933	3068
882	22961	3042
883	22991	3016
884	23024	2991
885	23054	2966
886	23080	2940
887	23105	2914
888	23131	2888
889	23156	2862
890	23179	2835
891	23204	2809
892	23227	2783
893	23252	2756
894	23274	2730
895	23298	2704
896	23322	2678
897	23347	2651
898	23370	2625
899	23395	2599
900	23426	2574
901	23451	2547
902	23476	2521
903	23499	2495
904	23527	2469
905	23552	2443
906	23579	2417
907	23603	2391
908	23629	2365
909	23653	2339
910	23679	2313
911	23701	2287
912	23728	2261
913	23750	2234
914	23776	2208
915	23800	2182
916	23834	2157
917	23860	2131
918	23882	2104
919	23908	2079
920	23931	2052
921	23962	2027
922	23995	2001
923	24018	1975
924	24042	1949
925	24064	1923
926	24091	1897
927	24113	1870
928	24138	1844
929	24160	1818
930	24188	1792
931	24212	1766
932	24243	1740
933	24271	1715
934	24293	1688
935	24318	1662
936	24342	1636
937	24371	1610
938	24393	1584
939	24419	1558
940	24443	1532
941	24470	1506
942	24492	1480
943	24518	1454
944	24542	1428
945	24568	1402
946	24591	1376
947	24617	1350
948	24648	1324
949	24671	1298
950	24696	1272
951	24720	1246
952	24745	1220
953	24768	1194
954	24796	1168
955	24818	1142
956	24844	1116
957	24867	1090
958	24892	1064
959	24915	1038
960	24940	1012
961	24969	986
962	24998	960
963	25019	934
964	25048	908
965	25078	882
966	25105	856
967	25129	830
968	25153	804
969	25177	778
970	25206	752
971	25232	726
972	25262	701
973	25288	675
974	25311	649
975	25336	623
976	25360	597
977	25388	571
978	25409	545
979	25436	519
980	25467	493
981	25489	467
982	25519	441
983	25541	415
984	25569	389
985	25592	363
986	25619	337
987	25641	311
988	25666	285
989	25688	259
990	25714	233
991	25736	207
992	25762	181
993	25785	155
994	25811	129
995	25835	103
996	25861	77
997	25894	51
998	25918	25
999	25951	0
